,sample number,brine evap (m3/t LCE),brine dle (m3/t LCE),hr (m3/t LCE),csc (m3/t LCE),ofb (m3/t LCE)
38,39,139.94720210809982,430.4824070316835,370.8181160755631,96.79514888592846,24.775071169554696
39,40,388.0799932483407,495.6823794597041,232.36766895300588,155.71132343760956,47.42525868572126
40,41,86.9597289703827,284.10391736229667,134.18293954309985,115.52403426098964,66.58313292042475
41,42,159.2849955895453,450.7784159738901,138.84616665073264,120.8822697513367,35.4457912531255
42,43,165.0317090003644,273.70879858084453,260.30237149471407,85.16371601899192,93.13469542558704
43,44,163.22024587166177,77.3556961940741,361.6718931810064,170.18360050782442,65.82546433537377
44,45,317.3653818034935,720.5625029164933,345.12482307563835,90.43503765011523,74.48328670554764
45,46,136.22048957938912,187.20798651340093,356.08825833164315,143.3550726293684,60.95284403820861
46,47,267.9787163778631,198.9093843228376,242.34682891975388,162.39341924577712,56.92745708304692
47,48,190.0808732267908,201.83814185473543,16.534144078731018,172.70412667376556,47.54247221623904
48,49,148.66318995471337,621.9193751901657,197.13876262266805,105.73426941944282,76.38931020008526
49,50,160.48530943665963,236.25368254741085,171.74125240599062,155.40330702484275,103.2500013794008
50,51,254.53327555131384,397.908886317046,25.319823265278373,167.2590545935096,28.930915012717705
51,52,211.4166162356157,277.91405034650666,155.46288428624086,97.72582978537888,98.96586523904686
52,53,172.61988993731467,268.53550569483855,82.60468311323784,114.01169582956982,85.00060140466171
53,54,124.39972370478914,314.3986970997564,251.3931946592525,125.6599590339045,62.64526218708109
54,55,91.7324806180536,263.24644269615266,250.21040963947647,127.78986502396916,74.9878091478833
55,56,401.00398771139663,65.76246395106149,282.36886548217683,110.58663910001243,73.28061740779944
56,57,299.4240164900812,148.10951845422824,165.87694809672183,117.6826305625098,69.82082000872565
57,58,268.6174707521641,355.9583271651366,28.081944676086493,111.92901121173944,71.50174475701274
58,59,175.76016162904568,218.714376827361,346.8503624384239,180.4114352036707,72.00580083903253
59,60,344.55266521659064,219.3653292222133,63.66879013168687,86.32737649608131,48.69896719829103
60,61,286.8411923880435,265.2307605569444,113.54976305586815,155.10936955564307,74.57820512331116
61,62,164.76710803211105,72.26844762316655,69.80624678733398,100.57029446107217,87.30209310764886
62,63,391.9716778489135,431.8075151458067,137.6190514331151,138.448588472184,66.87709504704252
63,64,120.58732167066908,730.4381072993131,140.94999283408163,112.98297545626605,41.98258003895155
64,65,183.70649334745428,394.5639710149379,156.54862330103782,112.439707219564,47.37608848229834
65,66,236.27807422084152,456.3229659261869,280.0058732815805,114.56354000740264,82.23449644006595
66,67,100.3313086472879,421.8741016052112,222.16818904005467,190.6534061929177,83.01366816526152
67,68,152.9595969982651,369.4007868490787,366.7965231110224,76.56750187256688,64.09102039888488
68,69,156.4581828103258,40.82331863964486,259.0939099836175,144.2086729284423,29.295212620503086
69,70,168.20967777382646,415.7986899201868,145.25797158174623,144.13360777000355,67.8161079727853
70,71,76.88509523704094,163.16282794819932,240.57734790758488,93.78617625022612,50.41792804823538
71,72,228.93189652072127,236.05932036861765,47.33438290573712,85.50733498501157,38.97366808170811
72,73,291.1995721105691,372.70228954223865,131.41172807787584,118.4728439721884,97.3283410922984
73,74,324.341997734378,349.1178976090321,156.09828949503742,107.27889814276698,53.93574903997275
74,75,85.3198144102872,282.98983595882896,147.59425859406622,74.91116824928497,56.70182330387753
75,76,364.4377956455052,387.184984877629,112.50669872006056,102.7309429683386,53.65468174991585
76,77,253.2997885006675,205.2459253545501,78.89979615003024,82.30996541183376,65.90405023965327
77,78,161.03226418334015,273.4485739404574,333.5446805045751,85.84686652710049,57.25058476933516
78,79,78.88039492265662,327.0746439868177,250.29342730304327,122.18609475234732,31.740382319853843
79,80,131.0349802527559,235.21394697733297,298.4408605841899,183.67303356570227,113.79203354643712
80,81,309.6309612215009,372.3001010774003,273.61065382201446,154.5045393755994,73.5273917051012
81,82,43.3658396491229,326.363235144065,240.2775499165056,121.57638835466445,78.21087521719942
82,83,206.1149348140173,384.75849259599073,261.64853787454626,121.09081473175384,43.98057130784192
83,84,289.3023542681201,276.4511164891515,180.5005563302305,105.55971756833436,59.63411654084426
84,85,63.61769464788538,334.7160096783219,183.3185633601061,122.75241042032876,102.7359766020159
85,86,311.1351387657679,201.59533162506804,330.9691536680891,62.97233189801294,76.90553189761366
86,87,240.9254255750169,367.3324798165235,140.31387534664805,104.66972402367604,66.70342941767795
87,88,198.80339308552124,232.0268374266253,232.32104546971632,137.27483889443474,60.4008503367825
88,89,317.7885780837344,143.9756010974513,266.217005094359,186.4511527736393,41.900687585928736
89,90,323.47534221318256,619.0212344630007,376.4461580594397,93.23068520736706,60.84724438190712
90,91,202.9583521416732,419.6927379232655,409.2973940254468,114.91993516512171,69.02405690972375
91,92,172.46324324116256,37.24147395188558,322.81644994217334,81.27371306835715,71.18348112902129
92,93,110.93474634318814,229.6158892401228,160.82263139564566,138.49017267064,80.72898694403557
93,94,186.202509455912,492.56230086451706,93.88535852718452,137.08814102290765,58.22015339746648
94,95,403.6683046335844,591.078576884444,212.05516944624665,118.30295141825948,89.35259914588767
95,96,73.36273772441031,362.3043399185416,259.465716460939,135.1012910526013,92.1744031538108
96,97,330.0061563106607,492.04202910842577,98.74982282991792,99.16120103171366,59.42832600111048
97,98,180.8672914296749,523.1339242984809,251.5095208204069,163.07106070618045,110.85334459502224
98,99,100.66930714158102,397.182094751782,320.3834080707891,96.47816582730542,25.255136789840748
99,100,244.50279078138468,521.9250171546933,310.0592216341547,72.82447065390475,74.18221127588545
100,101,207.2956069565332,456.3429385056039,172.27628673902274,148.61342211539522,78.7006172509428
101,102,225.15690707190888,244.7531758082428,243.8573027604245,166.57837682269226,102.65747943010555
102,103,244.6767902530432,161.52584655070288,135.49946083596055,100.87505551273452,35.877247141841394
103,104,204.7293002672312,83.87496331713085,297.7301612336405,114.3584940223872,34.974193733205034
104,105,265.725468432713,122.29400406057864,140.5214454617955,60.99263783226901,78.97501379476873
105,106,418.8192012033443,730.7976531972035,312.92509258431403,140.4510938812996,51.94573138439768
106,107,143.58403088255864,287.97978905201063,103.7031161520044,95.95342850719646,35.338407586093616
107,108,320.07523792527047,513.3246861828803,38.8674829949011,156.85645589180265,98.25994552420448
108,109,332.66459923218497,495.0303953613079,275.9523445426892,66.69774923613953,92.6092231427919
109,110,166.54582762571454,396.8802482055512,139.95491492482537,149.05193261151305,60.58858972062923
110,111,173.6307876799711,130.86577586668312,307.45059253349814,166.208020456368,56.88759046821308
111,112,358.84494813080914,586.954230765663,165.00949001664986,62.21874200322826,72.43563321116227
112,113,346.5133437480225,383.6677479572716,229.8101426679005,110.4932375991489,65.26908902050596
113,114,123.50363693411492,194.1103352349902,95.97503351029054,157.88715060465952,65.94041489376806
114,115,25.27494754991457,718.522587632161,231.8457447223816,79.01472674934229,91.3724590428472
115,116,110.56592522123964,267.39874168264475,258.65446414277136,101.65349431908209,41.991516765382286
116,117,384.3109496193808,378.22531276181735,275.5787463030099,124.97170935764848,72.258306820506
117,118,359.7544044750944,250.53042459100908,373.02751090029966,104.80901504005428,64.48839553379398
118,119,68.1705313493162,333.22147417608704,248.41446616715373,86.38781101998907,62.94444889428
119,120,340.724683106272,352.6305968857201,249.7947746249315,95.4138170824936,53.93084940325879
120,121,75.2504647796439,356.49280426092514,223.58418070064667,136.2007356516113,33.1362964746207
121,122,201.70913745150528,424.82257329101225,231.0297480081022,168.4933808403353,70.05371043621042
122,123,246.46190306618072,170.21569266270978,145.2345545229727,127.7287242255836,51.84900949854276
123,124,207.0018456108908,248.6658992922601,48.57946887523516,114.49349948132424,101.92245270531625
124,125,141.39832638501213,108.9095702440595,266.0172333663397,178.91984510241377,75.21625401583547
125,126,336.6280109073484,182.4233948850852,266.80086898059454,118.37655594990014,103.17856592994688
126,127,288.7809417317237,177.8753743241254,308.2945852582536,87.7741957615159,82.1821392388102
127,128,239.94998173345505,444.8624708428139,224.65979905945264,147.25046696931426,60.979551131362925
128,129,45.800890510665305,189.7054279733274,64.05394265317932,95.058363590483,34.888355419588045
129,130,111.4770507240942,659.0725337893483,236.36516578739136,145.20406800190713,82.7543212905353
130,131,424.2126062327841,156.43612248477834,132.6095832703439,105.7476858775994,62.00652146842995
131,132,301.7044688297999,150.34217899137616,154.92220999025926,157.76789456445184,54.77977080477146
132,133,276.1469037735361,490.4859501185185,396.61116106976914,131.8265432518321,81.12506362038033
133,134,181.15423197807115,425.4882294447044,280.687831152718,138.22348509283506,68.12653208563891
134,135,322.15589889664363,248.7262933093329,360.21498183530497,105.01969992735935,38.21072886851
135,136,205.5992172108152,191.88543873437533,179.02546168252184,151.91064047548122,64.82687138519206
136,137,374.3151323663996,407.6274427294408,100.947617351687,171.45868676248068,47.33782556406576
137,138,46.88178799134546,214.77817515600785,289.52639245100323,119.2505994946321,59.72366935630339
138,139,174.12490425115618,174.4061015337074,68.8349326250612,115.40513364280768,34.6853266800167
139,140,276.33632475947496,328.285773526882,296.5507582866461,136.89845404019053,23.85619970395049
140,141,194.9793306239149,445.4571785291595,134.8309264806151,107.15542937028916,110.22853880302434
141,142,302.0153546129379,242.2613436903604,134.02587561159686,62.94975436415704,78.36767080420913
142,143,340.56003443963345,389.8829161762212,56.85456593655925,114.7750920163098,72.20178981343102
143,144,232.2363646916876,434.3985513291336,140.37084453247292,118.28569416665364,114.93947102342138
144,145,183.15696712514816,244.37228023547345,82.45057409632115,121.37654715417024,69.4808222402513
145,146,330.85588736569053,303.85133092651563,134.376565367886,171.59980471058225,44.73074166632529
146,147,201.5795675616057,326.1559660986543,278.58755644688245,146.81521393965917,63.79822422078395
147,148,297.0642217540186,112.7009854801028,193.97969154390387,72.21110917224273,86.52796022328596
148,149,288.1482328432065,294.0114243445566,139.94404548286434,153.74112797357068,40.378174239045705
149,150,212.81504214958863,423.8730459697136,230.62994077030177,157.45580425480586,64.39773266331888
150,151,246.35125625990943,488.5807705768435,260.19892804704995,89.33833622649522,69.25545372590028
151,152,218.07299250616933,307.40305646091,175.77134312207215,148.09683160557648,62.88307392394698
152,153,202.02582826826543,479.2998367035793,97.90603267542718,59.41601502820741,76.04208644651047
153,154,121.68317585915874,499.974034467109,188.30085481020564,141.95264510025714,60.40968068883348
154,155,172.98295586541417,576.5135152049925,267.64240159089024,136.7433041581865,74.76457063145395
155,156,392.2680296766301,243.3709149678293,71.57286717343737,134.3039440153056,83.04020195588177
156,157,232.5432953663356,385.4196778852682,419.00366039645047,169.17246867056042,79.15224994687549
157,158,111.8835530047408,470.8249609748861,132.64009557998745,93.44523907933208,89.85254831874597
158,159,195.358317945598,146.1319056121351,110.38296023487328,125.64009709539772,34.11448481688224
159,160,168.201378395601,28.50722313400318,27.32962656913209,140.03860678260443,101.87814365478592
160,161,247.386843269086,503.7110063668621,60.48133702801436,145.70213920659165,44.52436920026534
161,162,314.465924241761,397.8668178616416,194.88628118900075,134.20029295355062,67.14813957978356
162,163,199.6944366872778,332.76038327945736,297.0136050635262,156.31547023232028,59.79257426876494
163,164,96.0797410367058,402.6666553685756,378.8687203286587,172.34251955592697,41.417344910706845
164,165,443.2612169636181,320.04623593891176,147.69725324735458,104.39504875440454,70.00729181907592
165,166,154.6930242010567,266.3264457022215,71.26582164628026,127.85386563559064,81.90045391741846
166,167,29.9911480427354,289.614789581789,260.7676591495343,94.21281328781654,102.606620563367
167,168,169.32879313414685,692.7155563030249,87.37749254933694,120.0658763787574,70.22572667273845
168,169,141.6584482409471,65.75305359095506,346.00259183300807,88.34116063949585,42.9518912042261
169,170,192.69305947953023,432.77991493930415,201.01215038572707,173.4803858367566,77.28859899211591
170,171,235.5420952475512,238.7603761679351,215.71686506870705,62.12294290678407,68.56001679677583
171,172,105.64403052028256,430.3155072703824,353.6952612060495,121.3267088595152,40.80118736232924
172,173,87.21085728475794,274.89338215645995,229.07486684142884,138.60905842657047,89.30700670090172
173,174,397.0969221614199,403.6573345037143,65.24910895758288,89.85243262653145,95.766372371424
174,175,456.2574498274231,228.24044660777355,328.7629033638888,154.29029297143433,61.27845751985399
175,176,329.6784566951936,294.31893392184725,222.4216577552542,91.27103279607992,67.27345308634229
176,177,22.56666968930675,128.872291180844,177.4756554099598,98.16813533696912,71.88599190968408
177,178,411.041687572886,111.9234859375839,115.53090124660844,148.12001965718727,41.30772847874349
178,179,427.8500661808643,123.55095704657852,74.35998539733944,134.70089929272729,78.86910195025365
179,180,182.22240414605807,339.09096544564034,131.74424535931595,131.24536083159992,71.1894064820192
180,181,112.20479837151922,117.18456368137224,276.0708337797995,154.4624381996611,76.042446219041
181,182,408.4756237716437,279.73436713409444,213.51961147318667,171.02386503694197,59.88091942699309
182,183,390.168388130402,484.2844165774442,198.90729069653992,121.72469683078008,74.35411255532264
183,184,256.25498519896416,589.8202014074207,358.70949112176936,64.9387850587488,68.0611758346179
184,185,250.45606340934413,305.196644675038,221.8866616921848,84.87291198041885,40.51112533821613
185,186,236.24638610294528,265.3424649091056,228.55548990907843,84.08785880007625,96.18456056231948
186,187,30.53530252055436,471.4683562268223,56.96622700515647,132.91323388538797,53.93244149088311
187,188,109.05262277474952,168.88897801837925,302.9476350676838,78.65573993135409,66.76017866993017
188,189,123.3906357025732,490.0995833463484,170.0385397867281,141.83613837947578,28.31952986331044
189,190,170.02274149606632,22.916145937248,315.55196681079497,110.73075732084396,65.4262730532112
190,191,273.27249625360867,155.78902205033532,264.932305440708,102.85366289323812,33.57521460697904
191,192,99.04697909151103,303.9957091240872,121.32398468207458,102.73582121763096,42.6147409871484
192,193,159.83315579506882,259.21917987461285,126.37464270730766,103.56278058709114,64.41896302158924
193,194,372.44699587908457,666.1844163900364,174.22568300052228,105.4327555822642,81.71026450150198
194,195,282.0671048944665,437.8669262071927,239.78502774157795,97.17011889324648,27.523283802018423
195,196,152.6762957002635,244.62933334464708,233.8587820917284,125.02499250103524,52.13349094278214
196,197,160.61070058932893,507.22817631671046,83.87760548495906,110.7268493880707,41.59116539729693
197,198,128.88689996987642,88.55482676611567,157.90240318468307,99.77816796246702,56.688731806847386
198,199,54.3116919216702,639.4677785522669,221.1703915890712,134.27414213028527,92.3275607983938
199,200,288.65651245127424,198.7721741782688,211.82470025663304,107.04793675420972,103.89604984248182
200,201,394.1067561929631,286.1641844144073,77.06929585253846,109.28621907898128,73.75329962374624
201,202,178.97597653954176,537.1119453856281,99.75589451704768,124.7414778756658,76.15248528698842
202,203,116.36157078518563,483.0211292280948,198.8486843431847,140.93265055247304,47.19704283510946
203,204,118.61561164777282,577.6262235663095,291.08931876586723,114.073921916293,75.57095981534256
204,205,411.4096896224904,276.5381123750747,256.1887547285497,128.70093618590806,85.03235140219084
205,206,87.43515631396947,230.96474756354823,126.4761200993481,99.5361482116888,60.65917907304666
206,207,316.6495898759739,120.62513120537588,245.58651241409785,157.15830099132484,29.568031636627687
207,208,110.55920981541948,310.721760987828,117.54226707265916,87.86661394675889,39.79289496172103
208,209,272.2877552703925,627.2226964521922,221.87202036156708,111.54020576818138,61.40708536539307
209,210,133.51090533840247,494.9625948745387,138.05224469444818,155.66900809576973,37.765028732330734
210,211,145.36042042777143,248.7685342220112,215.1909071594052,127.35189378534044,94.2268207086519
211,212,114.98636741283585,338.20682502250963,423.8087692376492,173.7579155529497,61.6937832560439
212,213,284.4984116422718,524.7753058631367,273.60673664383745,155.85255072998453,70.18567456579855
213,214,107.12838115814792,179.4281923851183,172.26306361392506,131.78396152835782,71.87821440907103
214,215,118.65067444134677,68.97083079573304,189.55806839890784,84.73946242565967,106.74585780288676
215,216,102.69514700251196,165.2360688796948,233.12910082034605,152.31322370547093,96.50697646706284
216,217,262.8169521603053,177.25194517838136,161.33236336968616,119.2793025292347,51.42957874791303
217,218,326.96712683949727,308.46959326724345,300.55495795463173,116.60508944582224,57.50818347277179
218,219,268.68678858457383,232.75216579647253,256.37008464097806,163.57260496333373,76.297912133497
219,220,290.9992755522064,586.4000805479361,122.32431718001766,138.48188463852017,47.340565549882086
220,221,92.80582999457074,286.38150541816765,362.2941806144267,152.36114357648523,64.89581731412343
221,222,242.2074970261407,112.25307637992044,205.2578676099421,178.61613453012055,82.8275594404446
222,223,222.35782413758,255.9273234468052,338.5313899819647,142.7658802129057,86.31244547568772
223,224,249.92164566186727,601.4400867717451,141.63542519874272,57.77650437028099,92.7195858759008
224,225,190.7381091931474,324.4305161640611,118.5811627179729,125.40291308553542,50.28142102783306
225,226,120.35806592158414,245.7641028149824,143.0727233784758,159.58604312415682,103.873567061461
226,227,286.4330867781308,640.8149523023903,108.38306700142267,149.08728572630406,81.44670730507275
227,228,94.24836965618624,220.7537701287408,55.42110218150986,104.21917749560204,49.684181924321095
228,229,93.2374354569872,90.10068368373892,383.3681656664988,120.50144253348506,70.27826199545758
229,230,263.8136451894105,272.6170604170311,180.66397082310613,72.72308059242923,77.87884621007541
230,231,410.5107228581093,352.11172645979497,115.99320542479616,173.17214296161697,83.99626480682684
231,232,250.87722955517165,98.79538004312616,349.8616165424547,159.1900412546152,69.75571459230882
232,233,318.8123063414098,397.1592922942128,52.61240431822368,100.05713483831248,89.25560241850627
233,234,126.6107954508884,436.63079383266427,435.4507739791144,91.03864868116094,66.85733135276666
234,235,174.23169063270194,579.1454580377128,52.43886894364166,96.11926194959123,28.54550764416425
235,236,238.2800281664899,220.2676966547279,174.7390436960531,114.7830765625153,74.83267722089238
236,237,49.69573469520944,124.76451290325345,346.2349837238961,120.5687397755295,51.763730345152005
237,238,26.74812660641537,224.1938828892664,98.83526552729936,123.5573901822482,80.28419174174265
238,239,269.7632542884138,551.6926204007199,274.0618746687244,98.03964856354834,45.77868001229689
239,240,271.3386807550246,237.0771828748063,163.8534222519524,96.79395199136503,76.95315818746303
240,241,142.36713516621916,391.8346591902052,130.42022058767108,95.51838784693,94.4272509556863
241,242,173.41446490222972,310.48093834829314,104.51313839384686,182.473647966291,53.96095719094983
242,243,25.3556442398922,130.51110355855647,208.7794766035344,174.36619574952505,62.83190529701275
243,244,85.89699249219416,128.43931133811444,113.41667275107808,113.12503909665512,60.60988596366502
244,245,144.384175541231,176.51202763168754,380.9430014967664,153.56286870535416,109.45073540652616
245,246,56.40985972651016,338.2612625724827,82.62318492521291,121.25889533455114,57.83109011886947
246,247,192.91123103214107,280.6567317510747,370.8529830577842,115.60286143633098,92.52026821056234
247,248,371.5284737152665,484.3445642506441,231.6394575026804,95.18745305767906,99.09556025098314
248,249,119.2169226989787,150.5260738478111,195.2034238530725,146.59873012291706,57.24908466711804
249,250,138.95334440034208,520.643958325164,121.43745083802838,104.53984598931196,98.65843077111975
250,251,128.34670441774105,287.0131685178966,206.04600856908468,97.39036555336364,64.55295824934352
251,252,369.88914608621855,557.4786391069863,265.45243215962506,77.84656166507332,41.09397616689262
252,253,179.1722686956648,640.2337759841475,203.09055754833332,146.2196730035199,104.6102016562422
253,254,259.4432073073532,233.9977745549193,97.6561826530513,146.9299064637161,82.5475879843305
254,255,119.5376402822034,129.01591131939074,258.0701620188925,158.5244484198367,68.82968462479057
255,256,90.00091132582641,123.42462061134012,206.09596102746292,160.45989500403817,61.60676089497365
256,257,101.35480979765784,218.6771996074117,198.28513847578387,153.08775514668517,66.56566514570422
257,258,135.5751976252154,296.7731285508493,159.8568825230601,116.86558435538436,69.59848960214613
258,259,207.3472424879893,383.41766251370376,38.896681540063874,106.50372669649532,81.19822385642368
259,260,285.60363435678346,408.5897351932145,62.64081478760237,155.69249049912327,63.30675120809032
260,261,182.5630634560336,183.7500936635521,135.680716459883,117.30205676578036,74.78233346900039
261,262,148.1900201371747,520.3163641220488,12.630836791002904,71.8072520762421,106.97434917201524
262,263,140.18907812831003,181.2328997391709,161.4493355158382,74.75561659758831,87.46937177058484
263,264,256.5587031051463,457.7297317337454,249.4462989233549,120.67622323100112,70.97137875756408
264,265,224.86018536426977,377.01848063812224,131.93596450584545,103.45115794885396,71.78011720247494
265,266,180.1803510104941,76.9824550163993,154.51668464238986,119.14154119675248,64.98278214305058
266,267,122.6090475366062,262.9712205931598,267.5598011657496,149.1251195878595,46.12151123875431
267,268,130.82892302800175,183.1821829181133,358.67844583418747,71.0451158774398,97.60697917807144
268,269,134.2644107699066,236.97046287648604,227.904810637376,143.1946454787859,48.84681613445411
269,270,86.35132301775754,428.5284424838875,139.6819513510469,155.44320179197342,89.93482256979556
270,271,346.6249561218472,425.5446424639064,184.3520717322508,107.12053362516464,39.66862049602781
271,272,319.5297344100104,155.14565157197947,17.388305973400975,94.40303832185332,72.11048201264131
272,273,127.22824065065512,398.0855019782946,278.13730662577734,113.15348272566216,99.0426337314174
273,274,123.47657117825302,574.0557706932036,112.69994653547757,102.11318175617144,70.25173721776193
274,275,120.39676989144355,364.09775651132,300.44626484441227,116.62043056041996,74.49065872475589
275,276,73.06037889941534,185.3780917315085,145.67384105851454,164.94134348797186,66.86329475748752
276,277,203.1931632692806,308.5546320892366,209.2363897583827,165.72620973498877,80.38129499590617
277,278,41.17032992335891,122.59092909814872,357.4225661315147,163.57574855913225,91.29131993618728
278,279,342.4923004978661,652.8354423699504,169.84153112429976,90.51565129970363,76.01931227882937
279,280,172.8486611647403,24.157130350347607,95.53522351783889,130.31729544887872,62.8458302160974
280,281,205.93207455530944,248.7986445873292,259.6717146799817,181.3382374010488,79.75905629840014
281,282,223.5254406620108,149.15118551398024,349.83200047910844,164.40146081172824,97.2753874385526
282,283,236.30300249387145,607.1652033116789,197.64173007543565,137.30304707428408,70.12206438221436
283,284,101.93297628776584,417.4696353166848,281.7958091947446,114.45405637439748,70.09724198895628
284,285,154.23533623261795,191.94136893747367,211.7197483661201,102.1797890423924,68.96961856669478
285,286,78.00852733072591,177.17278190797106,100.98726448764752,79.37600586905666,77.16082580437846
286,287,46.194255888129625,372.17612494564895,342.0731242255862,87.57593174670876,67.96702509620137
287,288,207.60756307744225,395.11760055212414,362.9900342073956,101.40210825352725,68.35438451152439
288,289,162.30915839293476,657.433417206546,100.1572130426092,119.80401635557324,51.60812162390968
289,290,203.3124880276568,556.46824638868,41.46184013024694,107.76126076945296,97.07564996591104
290,291,332.82943757602936,443.4352376717546,39.72590011181094,67.79897990775581,60.62755378071304
291,292,98.37981349855988,344.3137864124992,238.1291285080914,121.48856468520552,104.41774466613654
292,293,299.1722518017524,261.467096839554,43.09592693189831,108.92542655198432,57.046299106665785
293,294,22.00104317563801,218.26458056394813,98.99537290885408,102.08691924873742,34.58805388727816
294,295,222.2399512611437,548.2524607538866,145.40589888158587,164.27419432854984,42.7792323089644
295,296,133.6930624335646,594.5572202513254,280.70050285323026,101.6571720261507,57.16491084879689
296,297,151.81961379068252,372.42763200626666,26.12439889828334,140.6969872737005,118.47759056229089
297,298,223.7474313650523,205.05883335848296,75.9510003563599,73.92969857313206,103.3407420556222
298,299,194.00980759716447,345.9224881837106,48.41989718214919,87.92590615969209,79.62699362667888
299,300,234.8636768815963,159.34503322951684,78.60178449901252,179.2751904745283,70.64785012515522
300,301,102.69869733055457,577.9352652169803,147.43036369783556,110.66957018391264,74.90475050319355
301,302,68.34294350280756,380.9201986381056,287.0864877248185,113.8891101940971,70.32535278744905
302,303,361.9243632939778,406.94990020294176,355.74144308552115,98.32251060692433,101.8161060369946
303,304,223.3067206873704,533.167749724514,107.7930437722188,93.97897413350974,72.97255235142211
304,305,179.49139335871058,598.2173977834365,301.51283345958086,124.01217922121748,101.1293738063712
305,306,66.92933863672596,335.67398834941883,331.9712561456581,101.12363215127904,74.6393176253184
306,307,254.87374298813947,393.066574921557,99.22829460585297,111.9930947119498,27.43876228114167
307,308,347.78227359930514,188.0421457230927,86.08300454776652,75.28870605279494,66.65346467860154
308,309,192.85833239942912,232.9738514278466,355.4408547818946,90.79828739286094,45.01621886110128
309,310,236.79153052446256,444.6304851071128,93.56896269129744,182.7317987715617,90.8098203751845
310,311,173.5169859024802,184.4496131828415,120.43857518097222,121.37443232566356,59.53708976091636
311,312,148.47466123813308,273.02726071096424,167.5318960552927,131.8541514303949,79.68296156282724
312,313,209.4255623683655,658.2247520362193,63.17026447599114,134.89252777861944,77.10870536726912
313,314,241.2551461520088,259.4905101975267,94.46833844512578,118.03420334038248,74.24648942380551
314,315,100.06644223164729,378.7378995945441,164.18367444359188,78.09111292158326,101.53522009592548
315,316,221.68883693257152,664.8779973466374,174.83407762894382,128.09777780351277,47.58279484971486
